Age,Area,CreditAvlb,Firsthand,FloorCount,FloorNumber,Frontage,Fuel,Furniture,Heating,MaintenanceFee,Price,Room,Town,Typeofit
3,128,Uygun,İkinci El,15,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),104,247500,4,Mamak,Daire
8,80,Uygun,İkinci El,5,Bahçe Katı,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,179900,3,Etimesgut,Daire
0,224,Uygun değil,Yapım Aşamasında,15,3,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,264820,5,Etimesgut,Daire
0,215,Uygun,Sıfır,15,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,560000,5,Keçiören,Daire
20,135,Uygun,İkinci El,5,5,"Kuzey,Güney",Doğalgaz,Eşyalı Değil,Kombi,10,265000,4,Yenimahalle,Daire
8,140,Uygun,İkinci El,5,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,330000,4,Çankaya,Daire
30,100,Uygun,Sıfır,3,Bahçe Katı,Güney,Doğalgaz,Eşyalı Değil,Kombi,50,350000,4,Çankaya,Daire
7,84,Uygun,İkinci El,13,5,Güney,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),110,135000,3,Etimesgut,Daire
10,110,Uygun,İkinci El,5,2,Kuzey,Doğalgaz,Eşyalı Değil,Kombi,,130000,4,Keçiören,Daire
5,95,Uygun,İkinci El,3,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,160000,3,Etimesgut,Daire
1,90,Uygun,Sıfır,4,Yüksek Giriş,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,199500,3,Mamak,Daire
0,143,Uygun,Sıfır,7,6,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,133,360000,4,Sincan,Daire
0,200,Uygun,Sıfır,17,7,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),120,550000,5,Keçiören,Daire
12,200,Uygun,İkinci El,4,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,70,475000,4,Çankaya,Daire
0,190,Uygun,Sıfır,17,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,550000,5,Pursaklar,Daire
28,120,Uygun,İkinci El,4,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,30,240000,4,Çankaya,Daire
2,125,Uygun,İkinci El,3,Giriş Katı,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,160000,4,Mamak,Daire
0,300,Uygun,Sıfır,5,En Üst Kat,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,1100000,6,Çankaya,Daire
7,94,Uygun,İkinci El,11,Giriş Katı,Batı,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),120,59000,3,Etimesgut,Daire
5,160,Uygun,İkinci El,3,3,,Doğalgaz,Eşyalı Değil,Kombi,50,250000,4,Mamak,Daire
0,185,Uygun,,4,En Üst Kat,,,Eşyalı Değil,Kombi,,275000,5,Mamak,Daire
20,120,Uygun,İkinci El,2,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,250000,4,Keçiören,Daire
0,120,Uygun,Sıfır,3,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,158000,4,Mamak,Daire
6,145,Uygun,İkinci El,13,5,Batı,Doğalgaz,Eşyalı Değil,Merkezi,,155000,5,Altındağ,Daire
22,100,Uygun,İkinci El,2,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,30,250000,4,Keçiören,Daire
0,180,Uygun,Sıfır,14,14,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),80,495000,5,Yenimahalle,Daire
0,233,Uygun değil,Yapım Aşamasında,16,14,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,245000,5,Etimesgut,Daire
15,250,Uygun,İkinci El,3,3,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,350000,7,Mamak,Daire
0,175,Uygun,Sıfır,17,1,,Doğalgaz,Eşyalı Değil,Kombi,,550000,5,Pursaklar,Daire
14,115,Uygun,İkinci El,4,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,245000,4,Çankaya,Daire
24,170,Uygun,İkinci El,4,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,350,520000,5,Çankaya,Daire
0,185,Uygun,Sıfır,27,10,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,720000,5,Keçiören,Daire
12,350,Uygun,,6,6,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,60,575000,6,Etimesgut,Daire
13,105,Uygun,İkinci El,3,Giriş Katı,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,148000,4,Mamak,Daire
18,320,Bilinmiyor,İkinci El,2,9,,Doğalgaz,Eşyalı Değil,Merkezi,510,1950000,5,Çankaya,Daire
15,130,Uygun,İkinci El,3,1,,Doğalgaz,Eşyalı Değil,Kombi,30,345000,4,Çankaya,Daire
0,140,Uygun,Sıfır,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,295000,4,Keçiören,Daire
8,130,Uygun,,3,1,,,Eşyalı Değil,Kombi,,327000,4,Etimesgut,Daire
0,218,Uygun,Sıfır,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,380000,6,Mamak,Daire
4,100,Uygun,,5,1,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,330000,3,Çankaya,Daire
30,135,Uygun,,3,Yüksek Giriş,,Doğalgaz,Eşyalı Değil,Merkezi,,500000,4,Çankaya,Daire
16,350,Uygun,İkinci El,22,21,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,850,1450000,8,Çankaya,Daire
0,210,Uygun,Sıfır,11,8,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,480000,5,Pursaklar,Daire
15,120,Uygun,İkinci El,5,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,40,165000,4,Keçiören,Daire
20,295,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,75,675000,8,Çankaya,Daire
12,120,Uygun,İkinci El,4,Yüksek Giriş,,Doğalgaz,Eşyalı Değil,Kombi,,350000,4,Çankaya,Daire
8,143,Uygun,İkinci El,10,Yüksek Giriş,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,350000,4,Sincan,Daire
10,155,Uygun,İkinci El,3,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,239000,5,Keçiören,Daire
17,150,Uygun,İkinci El,4,Teras Katı,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,35,300000,4,Yenimahalle,Daire
0,160,Uygun,Sıfır,17,1,Güney,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,750000,5,Etimesgut,Daire
0,180,Uygun,Sıfır,10,6,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),110,570000,5,Keçiören,Daire
25,125,Uygun,İkinci El,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,265000,4,Keçiören,Daire
20,260,Uygun,,,,,,Eşyalı Değil,Merkezi,,2575000,6,Çankaya,Daire
4,250,Uygun,Sıfır,3,3,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,150,1290000,7,Çankaya,Daire
30,105,Uygun,,4,2,,Doğalgaz,Eşyalı Değil,Kombi,,200000,4,Mamak,Daire
20,120,Uygun,İkinci El,13,9,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi,300,320000,4,Keçiören,Daire
7,117,Uygun,İkinci El,12,12,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),110,105000,4,Etimesgut,Daire
0,280,Uygun,Sıfır,4,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,580000,6,Keçiören,Daire
0,100,Uygun,Sıfır,3,Giriş Katı,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,420000,3,Çankaya,Daire
10,130,Uygun,İkinci El,3,Yüksek Giriş,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,220000,4,Keçiören,Daire
0,205,Uygun,Sıfır,15,8,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,520000,5,Keçiören,Daire
21,120,Uygun,İkinci El,3,Bahçe Katı,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,189000,4,Çankaya,Daire
13,200,Uygun,İkinci El,3,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,265000,5,Mamak,Daire
12,140,Bilinmiyor,İkinci El,4,1,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,450000,4,Altındağ,Daire
10,140,Uygun,İkinci El,3,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,40,320000,4,Çankaya,Daire
3,187,Uygun,Sıfır,9,3,,Doğalgaz,Eşyalı Değil,Merkezi,,592000,5,Mamak,Daire
0,210,Uygun,Sıfır,,,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,525000,5,Keçiören,Daire
0,250,Uygun,Sıfır,2,2,"Kuzey,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,611000,5,Çankaya,Daire
6,135,Uygun,İkinci El,3,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,40,265000,4,Mamak,Daire
1,150,Uygun,,8,3,,,Eşyalı Değil,Kombi,,330000,4,Altındağ,Daire
30,85,Uygun,,4,Yüksek Giriş,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,135000,3,Yenimahalle,Daire
8,105,Bilinmiyor,,,En Üst Kat,,,Eşyalı Değil,Merkezi,,115000,3,Kahramankazan,Daire
0,130,Uygun,Sıfır,4,4,,Doğalgaz,Eşyalı Değil,Kombi,,470000,4,Çankaya,Daire
30,80,Uygun,İkinci El,4,1,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,370000,3,Çankaya,Daire
15,130,Uygun,,4,2,,,Eşyalı Değil,Kombi,,360000,4,Yenimahalle,Daire
0,145,Uygun,Sıfır,12,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,100,295000,4,Mamak,Daire
12,120,Uygun,İkinci El,4,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,70,364000,4,Çankaya,Daire
22,180,Uygun,İkinci El,2,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,355000,6,Çankaya,Daire
9,110,Uygun,İkinci El,3,2,Batı,Doğalgaz,Eşyalı Değil,Kombi,,99000,4,Etimesgut,Daire
22,200,Uygun,İkinci El,2,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi,300,410000,6,Çankaya,Daire
5,130,Uygun,İkinci El,3,2,Batı,Doğalgaz,Eşyalı Değil,Kombi,30,265000,4,Altındağ,Daire
25,120,Uygun,İkinci El,3,Yüksek Giriş,,Doğalgaz,Eşyalı Değil,Kombi,30,295000,4,Çankaya,Daire
15,125,Uygun,İkinci El,4,2,Batı,Doğalgaz,Eşyalı Değil,Kombi,30,265000,4,Sincan,Daire
25,120,Uygun,Sıfır,3,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,329000,4,Çankaya,Daire
0,220,Uygun,Sıfır,16,1,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),400,840000,5,Keçiören,Daire
18,135,Uygun,İkinci El,5,5,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,70,305000,4,Yenimahalle,Daire
25,110,Uygun,İkinci El,3,Giriş Katı,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,148000,3,Yenimahalle,Daire
9,95,Uygun,İkinci El,4,Yüksek Giriş,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,112500,3,Mamak,Daire
10,115,Uygun,İkinci El,4,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,199000,4,Mamak,Daire
23,125,Uygun,İkinci El,3,2,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,419000,4,Çankaya,Daire
8,130,Uygun,İkinci El,3,Zemin,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,169000,4,Keçiören,Daire
20,115,Uygun,İkinci El,3,1,Doğu,Doğalgaz,Eşyalı Değil,Kombi,30,95000,4,Keçiören,Daire
4,148,Uygun,,11,11,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,619000,4,Etimesgut,Daire
0,140,Uygun,Sıfır,3,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,254000,4,Sincan,Daire
0,170,Uygun,Sıfır,14,7,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,610000,5,Altındağ,Daire
20,125,Uygun,İkinci El,3,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,155000,4,Keçiören,Daire
4,155,Uygun,Sıfır,13,12,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,75,325000,4,Yenimahalle,Daire
25,110,Uygun,İkinci El,5,4,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,400,450000,4,Çankaya,Daire
5,130,Uygun,İkinci El,7,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,189000,4,Keçiören,Daire
0,130,Uygun,Sıfır,3,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,155000,4,Altındağ,Daire
0,195,Uygun,Sıfır,13,5,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,480000,5,Keçiören,Daire
3,70,Uygun,İkinci El,9,5,Doğu,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),120,290000,2,Çankaya,Daire
0,130,Uygun,Sıfır,4,3,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,295000,4,Keçiören,Daire
15,320,Uygun,İkinci El,3,3,"Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,660000,7,Keçiören,Daire
17,125,Uygun,İkinci El,3,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,248000,4,Mamak,Daire
30,110,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,500000,4,Çankaya,Daire
5,85,Uygun,İkinci El,4,Giriş Katı,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,145000,4,Mamak,Daire
0,145,Uygun,Sıfır,,,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,359000,4,Keçiören,Daire
25,120,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,175000,4,Mamak,Daire
4,250,Uygun,Sıfır,11,11,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),80,365000,6,Mamak,Daire
7,240,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,320000,5,Çankaya,Daire
2,185,Uygun,Sıfır,15,6,Batı,Doğalgaz,Eşyalı Değil,Merkezi,200,635000,5,Etimesgut,Daire
0,240,Uygun,Sıfır,17,12,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,820000,5,Keçiören,Daire
0,130,Uygun,Sıfır,3,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,130000,4,Altındağ,Daire
21,110,Uygun,İkinci El,3,Giriş Katı,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,190000,3,Çankaya,Daire
0,125,Uygun,,,,,,Eşyalı Değil,Kombi,,235000,4,Mamak,Daire
0,178,Uygun,Sıfır,14,Bahçe Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,650000,5,Yenimahalle,Daire
0,193,Uygun,Sıfır,17,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,590000,4,Altındağ,Daire
11,180,Uygun,İkinci El,3,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,489000,5,Keçiören,Daire
23,135,Uygun,Sıfır,3,1,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,365000,4,Keçiören,Daire
19,200,Uygun,İkinci El,3,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,555000,5,Çankaya,Daire
8,219,Uygun,İkinci El,30,20,Güney,Doğalgaz,Eşyalı Değil,Merkezi,747,2250000,5,Çankaya,Daire
10,145,Uygun,Sıfır,4,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,,309000,4,Etimesgut,Daire
4,150,Uygun,İkinci El,4,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,330000,4,Mamak,Daire
0,215,Uygun,İkinci El,21,13,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,685000,5,Keçiören,Daire
5,190,Uygun,İkinci El,5,5,Doğu,Doğalgaz,Eşyalı Değil,Kombi,75,886000,4,Çankaya,Daire
1,135,Uygun,Sıfır,3,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,265000,4,Altındağ,Daire
11,110,Uygun,İkinci El,5,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,229000,3,Çankaya,Daire
0,190,Uygun,Sıfır,16,9,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,450000,5,Pursaklar,Daire
0,180,Uygun,Sıfır,20,1,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi,110,545000,5,Yenimahalle,Daire
0,220,Uygun,Sıfır,17,17,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),200,1200000,5,Keçiören,Daire
0,175,Uygun,Sıfır,25,15,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,365000,4,Mamak,Daire
6,140,Uygun,İkinci El,3,Zemin,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,40,195000,4,Keçiören,Daire
14,115,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,166000,4,Mamak,Daire
7,255,Uygun,İkinci El,3,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,,242000,6,Mamak,Daire
20,100,Uygun,İkinci El,3,Giriş Katı,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,155000,4,Keçiören,Daire
2,170,Uygun,,,,,,Eşyalı Değil,Kombi,,438000,4,Etimesgut,Daire
0,175,Uygun,,6,6,Güney,,Eşyalı Değil,Merkezi,,820000,5,Çankaya,Daire
0,68,Uygun,Sıfır,14,10,"Kuzey,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),200,415000,3,Yenimahalle,Daire
8,200,Uygun,İkinci El,9,Ara Kat,Güney,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),500,540000,4,Çankaya,Daire
11,180,Uygun,İkinci El,4,Yüksek Giriş,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,340000,5,Çankaya,Daire
0,205,Uygun,Sıfır,17,8,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,600000,5,Keçiören,Daire
2,135,Uygun,Sıfır,,12,Doğu,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),250,795000,4,Çankaya,Daire
18,95,Uygun,İkinci El,3,1,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,187000,4,Keçiören,Daire
10,160,Uygun,Sıfır,5,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,,250000,5,Mamak,Daire
20,250,Uygun,İkinci El,5,1,"Kuzey,Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,250,1150000,6,Çankaya,Daire
16,128,Uygun,Sıfır,3,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,35,249000,4,Keçiören,Daire
0,210,Uygun,Sıfır,15,12,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,150,645000,5,Keçiören,Daire
0,195,Uygun,Sıfır,12,12,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),75,680000,5,Keçiören,Daire
4,145,Uygun,İkinci El,3,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,295000,4,Keçiören,Daire
18,110,Uygun,İkinci El,2,Giriş Katı,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,35,269000,3,Çankaya,Daire
2,160,Uygun,Sıfır,13,13,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,399000,4,Yenimahalle,Daire
15,145,Uygun,İkinci El,3,1,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,400000,4,Çankaya,Daire
22,95,Uygun,İkinci El,2,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,172000,3,Çankaya,Daire
1,130,Uygun,Sıfır,8,3,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,,299000,4,Mamak,Daire
40,110,Uygun,İkinci El,3,3,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,40,398000,4,Çankaya,Daire
0,200,Uygun,Sıfır,16,9,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,685000,5,Yenimahalle,Daire
5,125,Uygun,İkinci El,3,3,Güney,Doğalgaz,Eşyalı Değil,Kombi,30,192000,4,Mamak,Daire
0,135,Uygun,Sıfır,3,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,,290000,4,Altındağ,Daire
23,120,Uygun,,3,Yüksek Giriş,,,Eşyalı Değil,Kombi,,185000,4,Çankaya,Daire
0,190,Uygun,Sıfır,8,5,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,100,440000,5,Keçiören,Daire
0,190,Uygun,Sıfır,14,11,Doğu,Doğalgaz,Eşyalı Değil,Kombi,,690000,5,Altındağ,Daire
22,125,Uygun,İkinci El,7,1,Doğu,Doğalgaz,Eşyalı Değil,Merkezi,275,295000,4,Çankaya,Daire
9,138,Uygun,İkinci El,5,Giriş Katı,Batı,Doğalgaz,Eşyalı Değil,Kombi,120,398000,4,Çankaya,Daire
8,110,Uygun,İkinci El,3,3,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,165000,4,Altındağ,Daire
8,300,Uygun,İkinci El,12,Çatı Katı,"Kuzey,Batı",Doğalgaz,Eşyalı Değil,Merkezi,,690000,6,Mamak,Daire
0,160,Uygun,Sıfır,11,3,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),100,275000,4,Altındağ,Daire
2,105,Uygun,İkinci El,3,1,Güney,Doğalgaz,Eşyalı Değil,Kombi,,142000,3,Mamak,Daire
0,215,Uygun,Sıfır,26,9,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),,850000,5,Keçiören,Daire
15,120,Uygun,İkinci El,3,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,20,235000,4,Mamak,Daire
5,125,Uygun,İkinci El,3,4,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,45,235000,4,Mamak,Daire
11,110,Uygun,İkinci El,3,Giriş Katı,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,138000,4,Yenimahalle,Daire
0,120,Uygun,,4,1,,,Eşyalı Değil,Kombi,,295000,4,Etimesgut,Daire
25,125,Uygun,Sıfır,3,2,"Güney,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,329000,4,Çankaya,Daire
10,147,Uygun,İkinci El,4,3,Doğu,Doğalgaz,Eşyalı Değil,Kombi,50,378000,4,Çankaya,Daire
3,200,Uygun,İkinci El,4,3,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,50,610000,5,Keçiören,Daire
5,190,Uygun,İkinci El,4,3,"Kuzey,Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,50,575000,5,Keçiören,Daire
0,300,Uygun,Sıfır,11,11,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),75,465000,6,Yenimahalle,Daire
0,130,Uygun,Sıfır,5,3,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,30,365000,4,Keçiören,Daire
0,85,Uygun,Sıfır,17,1,Güney,Doğalgaz,Eşyalı Değil,Merkezi,,250000,3,Etimesgut,Daire
0,165,Uygun,Sıfır,5,3,,Doğalgaz,Eşyalı Değil,Kombi,,260000,4,Çubuk,Daire
19,125,Uygun,İkinci El,6,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,565000,4,Çankaya,Daire
16,110,Uygun,,4,Bahçe Katı,,,Eşyalı Değil,Kombi,,95000,4,Sincan,Daire
15,100,Uygun,İkinci El,3,Ara Kat,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,40,360000,3,Yenimahalle,Daire
16,135,Uygun,İkinci El,3,2,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,,299000,4,Keçiören,Daire
5,140,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,40,177500,4,Mamak,Daire
5,100,Uygun,İkinci El,3,1,"Güney,Batı",Doğalgaz,Eşyalı,Merkezi (Pay Ölçer),150,420000,3,Gölbaşı,Daire
4,140,Uygun,İkinci El,16,14,,Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),160,465000,5,Yenimahalle,Daire
2,150,Uygun,İkinci El,3,3,Batı,Doğalgaz,Eşyalı Değil,Kombi,100,750000,3,Çankaya,Daire
0,200,Uygun,Sıfır,15,1,"Kuzey,Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),150,585000,5,Keçiören,Daire
3,200,Uygun,İkinci El,16,13,"Güney,Batı",Doğalgaz,Eşyalı Değil,Merkezi (Pay Ölçer),390,585000,5,Çankaya,Daire
20,87,Uygun,İkinci El,5,Yüksek Giriş,Güney,Doğalgaz,Eşyalı Değil,Kombi,20,119000,3,Sincan,Daire
16,118,Uygun,İkinci El,3,1,"Güney,Doğu",Doğalgaz,Eşyalı Değil,Kombi,30,154000,4,Mamak,Daire
9,130,Uygun,İkinci El,3,2,"Güney,Doğu,Batı",Doğalgaz,Eşyalı Değil,Kombi,25,235000,4,Mamak,Daire
